"Protein.Id","Protein.Name","Gene","Entrez_ID","Ensembl_ID","Pathway_ID","Pathway_Name","Enrichment_Score"
"Q99LC3","NDUAA_MOUSE","Ndufa10",67273,"ENSMUSG00000026260","mmu00190","Oxidative phosphorylation",0.018881626724764
"Q99LC3","NDUAA_MOUSE","Ndufa10",67273,"ENSMUSG00000026260","mmu05415","Diabetic cardiomyopathy",0.0281771968046478
"Q99LC3","NDUAA_MOUSE","Ndufa10",67273,"ENSMUSG00000026260","mmu05014","Amyotrophic lateral sclerosis",0.0476397966594045
"Q99L02","PGR1A_MOUSE","Pagr1a",67278,"ENSMUSG00000107068",NA,NA,NA
"Q9CXU1","MED31_MOUSE","Med31",67279,"ENSMUSG00000020801",NA,NA,NA
"Q9D823","RL37_MOUSE","Rpl37",67281,"ENSMUSG00000041841",NA,NA,NA
"Q9CR27","WASC3_MOUSE","Washc3",67282,"ENSMUSG00000020056","mmu04144","Endocytosis",0.0318082788671024
"Q9DAM5","TPC_MOUSE","Slc25a19",67283,"ENSMUSG00000020744",NA,NA,NA
"Q3TKY6","CWC27_MOUSE","Cwc27",67285,"ENSMUSG00000021715",NA,NA,NA
"Q9DAI2","IFT22_MOUSE","Ift22",67286,"ENSMUSG00000007987",NA,NA,NA
"Q4V9W2","SR1IP_MOUSE","Srek1ip1",67288,"ENSMUSG00000021716",NA,NA,NA
"Q9CRC3","CO040_MOUSE","",67290,"ENSMUSG00000025102",NA,NA,NA
"Q8R0K4","CC137_MOUSE","Ccdc137",67291,"ENSMUSG00000049957",NA,NA,NA
"Q9CXR4","PIGC_MOUSE","Pigc",67292,"ENSMUSG00000026698",NA,NA,NA
"P62823","RAB3C_MOUSE","Rab3c",67295,"ENSMUSG00000021700",NA,NA,NA
"Q91ZA6","SOCS4_MOUSE","Socs4",67296,"ENSMUSG00000048379","mmu04917","Prolactin signaling pathway",0.00987654320987654
"Q91ZA6","SOCS4_MOUSE","Socs4",67296,"ENSMUSG00000048379","mmu04910","Insulin signaling pathway",0.0178649237472767
"Q91ZA6","SOCS4_MOUSE","Socs4",67296,"ENSMUSG00000048379","mmu04630","JAK-STAT signaling pathway",0.0216412490922295
"Q5U4C1","GASP1_MOUSE","Gprasp1",67298,"ENSMUSG00000043384",NA,NA,NA
"Q68FD5","CLH1_MOUSE","Cltc",67300,"ENSMUSG00000047126","mmu04144","Endocytosis",0.0318082788671024
"Q68FD5","CLH1_MOUSE","Cltc",67300,"ENSMUSG00000047126","mmu05016","Huntington disease",0.0390704429920116
"Q68FD5","CLH1_MOUSE","Cltc",67300,"ENSMUSG00000047126","mmu05100","Bacterial invasion of epithelial cells",0.0101670297748729
"Q68FD5","CLH1_MOUSE","Cltc",67300,"ENSMUSG00000047126","mmu04721","Synaptic vesicle cycle",0.0100217864923747
"Q68FD5","CLH1_MOUSE","Cltc",67300,"ENSMUSG00000047126","mmu04961","Endocrine and other factor-regulated calcium reabsorption",0.00784313725490196
"Q68FD5","CLH1_MOUSE","Cltc",67300,"ENSMUSG00000047126","mmu04142","Lysosome",0.0178649237472767
"E9Q784","ZC3HD_MOUSE","Zc3h13",67302,"ENSMUSG00000022000",NA,NA,NA
"Q99LJ6","GPX7_MOUSE","Gpx7",67305,"ENSMUSG00000028597","mmu05022","Pathways of neurodegeneration - multiple diseases",0.0621641249092229
"Q99LJ6","GPX7_MOUSE","Gpx7",67305,"ENSMUSG00000028597","mmu05016","Huntington disease",0.0390704429920116
"Q99LJ6","GPX7_MOUSE","Gpx7",67305,"ENSMUSG00000028597","mmu00480","Glutathione metabolism",0.00915032679738562
"Q99LJ6","GPX7_MOUSE","Gpx7",67305,"ENSMUSG00000028597","mmu05014","Amyotrophic lateral sclerosis",0.0476397966594045
"Q8BJH1","ZC21A_MOUSE","Zc2hc1a",67306,"ENSMUSG00000043542",NA,NA,NA
"Q9CXN7","PBLD2_MOUSE","Pbld2",67307,"ENSMUSG00000020072",NA,NA,NA
"Q9EQI8","RM46_MOUSE","Mrpl46",67308,"ENSMUSG00000030612",NA,NA,NA
"Q9CQ58","PR8A9_MOUSE","Prl8a9",67310,"ENSMUSG00000006490",NA,NA,NA
"Q9CPT3","NANP_MOUSE","Nanp",67311,"ENSMUSG00000053916","mmu01250","Biosynthesis of nucleotide sugars",0.00508351488743646
"Q9CPT3","NANP_MOUSE","Nanp",67311,"ENSMUSG00000053916","mmu00541","Biosynthesis of various nucleotide sugars",0.00232389251997095
"Q7TN12","INAVA_MOUSE","Inava",67313,"ENSMUSG00000041605",NA,NA,NA
"Q3V0E1","S31G1_MOUSE","Spata31g1",67317,"ENSMUSG00000028451",NA,NA,NA
"B1AUF7","P3URF_MOUSE","P3r3urf",67323,"ENSMUSG00000078593",NA,NA,NA
"Q9D1K7","ADSSP_MOUSE","Adissp",67326,"ENSMUSG00000027327",NA,NA,NA
"Q9CPX3","LYZL1_MOUSE","Lyzl1",67328,"ENSMUSG00000024233",NA,NA,NA
"Q6UQ17","AT8B3_MOUSE","Atp8b3",67331,"ENSMUSG00000003341",NA,NA,NA
"P62320","SMD3_MOUSE","Snrpd3",67332,"ENSMUSG00000020180",NA,NA,NA
"Q80ZW0","STK35_MOUSE","Stk35",67333,"ENSMUSG00000037885",NA,NA,NA
"Q9CR04","HYPM_MOUSE","H2ap",67334,"ENSMUSG00000040456",NA,NA,NA
"Q99LC2","CSTF1_MOUSE","Cstf1",67337,"ENSMUSG00000027498",NA,NA,NA
"Q6ZQM0","RFFL_MOUSE","Rffl",67338,"ENSMUSG00000020696",NA,NA,NA
"Q9D9I1","SMI10_MOUSE","Spmip10",67343,"ENSMUSG00000032900",NA,NA,NA
"Q9D5I4","DYLT5_MOUSE","Dynlt5",67344,"ENSMUSG00000028523","mmu04814","Motor proteins",0.0232389251997095
"Q6PAV2","HERC4_MOUSE","Herc4",67345,"ENSMUSG00000020064","mmu04120","Ubiquitin mediated proteolysis",0.0191721132897603
"Q9D9D5","TMC5A_MOUSE","Tmco5a",67356,"ENSMUSG00000027355",NA,NA,NA
"Q810S2","CB074_MOUSE","",67358,"ENSMUSG00000020286",NA,NA,NA
"Q9D2R4","TMD11_MOUSE","Tmed11",67366,"ENSMUSG00000004821",NA,NA,NA
"P58501","PAXB1_MOUSE","Paxbp1",67367,"ENSMUSG00000022974",NA,NA,NA
"Q8BH73","QPCTL_MOUSE","Qpctl",67369,"ENSMUSG00000030407",NA,NA,NA
"Q9D8P7","TF3C6_MOUSE","Gtf3c6",67371,"ENSMUSG00000019837",NA,NA,NA
"Q9JI59","JAM2_MOUSE","Jam2",67374,"ENSMUSG00000053062","mmu04670","Leukocyte transendothelial migration",0.014960058097313
"Q9JI59","JAM2_MOUSE","Jam2",67374,"ENSMUSG00000053062","mmu04530","Tight junction",0.0212055192447349
"Q91X91","NADC_MOUSE","Qprt",67375,"ENSMUSG00000030674","mmu01240","Biosynthesis of cofactors",0.0197530864197531
"Q9CWF6","BBS2_MOUSE","Bbs2",67378,"ENSMUSG00000031755",NA,NA,NA
"Q8QZV0","DEDD2_MOUSE","Dedd2",67379,"ENSMUSG00000054499",NA,NA,NA
"Q9CQA5","MED4_MOUSE","Med4",67381,"ENSMUSG00000022109","mmu04919","Thyroid hormone signaling pathway",0.0153957879448076
"Q8K2F0","BRD3_MOUSE","Brd3",67382,"ENSMUSG00000026918",NA,NA,NA
"Q80UY1","CARME_MOUSE","Carnmt1",67383,"ENSMUSG00000024726",NA,NA,NA
"Q8CI61","BAG4_MOUSE","Bag4",67384,"ENSMUSG00000037316","mmu04668","TNF signaling pathway",0.0158315177923021
"Q9CQ61","UNC50_MOUSE","Unc50",67387,"ENSMUSG00000026111",NA,NA,NA
"Q9CQT9","RCAF1_MOUSE","Rab5if",67388,"ENSMUSG00000027637",NA,NA,NA
"Q8R2Z0","ADIPL_MOUSE","C1qtnf12",67389,"ENSMUSG00000023571",NA,NA,NA
"Q5ND52","MRM3_MOUSE","Mrm3",67390,"ENSMUSG00000038046",NA,NA,NA
"Q9D6K8","FUND2_MOUSE","Fundc2",67391,"ENSMUSG00000031198",NA,NA,NA
"Q3UJC8","CE034_MOUSE","",67392,"ENSMUSG00000062822",NA,NA,NA
"Q91WA4","CXXC5_MOUSE","Cxxc5",67393,"ENSMUSG00000046668",NA,NA,NA
"P57759","ERP29_MOUSE","Erp29",67397,"ENSMUSG00000029616","mmu04141","Protein processing in endoplasmic reticulum",0.0219317356572259
"Q9DBG7","SRPRA_MOUSE","Srpra",67398,"ENSMUSG00000032042",NA,NA,NA
"Q3TJD7","PDLI7_MOUSE","Pdlim7",67399,"ENSMUSG00000021493","mmu04820","Cytoskeleton in muscle cells",0.0284676833696442
"Q69AB2","TXND8_MOUSE","Txndc8",67402,"ENSMUSG00000038709",NA,NA,NA
"Q9D3P9","NEUT_MOUSE","Nts",67405,"ENSMUSG00000019890","mmu04080","Neuroactive ligand-receptor interaction",0.0496732026143791
"Q6NZL0","MTCL3_MOUSE","Mtcl3",67412,"ENSMUSG00000038916",NA,NA,NA
"Q811U4","MFN1_MOUSE","Mfn1",67414,"ENSMUSG00000027668","mmu05022","Pathways of neurodegeneration - multiple diseases",0.0621641249092229
"Q811U4","MFN1_MOUSE","Mfn1",67414,"ENSMUSG00000027668","mmu05012","Parkinson disease",0.0367465504720407
"Q811U4","MFN1_MOUSE","Mfn1",67414,"ENSMUSG00000027668","mmu04137","Mitophagy - animal",0.0132171387073348
"Q6A058","ARMX2_MOUSE","Armcx2",67416,"ENSMUSG00000033436",NA,NA,NA
"Q9CXJ1","SYEM_MOUSE","Ears2",67417,"ENSMUSG00000030871","mmu01240","Biosynthesis of cofactors",0.0197530864197531
"Q9CXG3","PPIL4_MOUSE","Ppil4",67418,"ENSMUSG00000015757",NA,NA,NA
"Q8BT18","ARMD4_MOUSE","Armh4",67419,"ENSMUSG00000036242",NA,NA,NA
"Q922J9","FACR1_MOUSE","Far1",67420,"ENSMUSG00000030759","mmu04146","Peroxisome",0.0122004357298475
"Q99KU1","DHDDS_MOUSE","Dhdds",67422,"ENSMUSG00000012117","mmu00900","Terpenoid backbone biosynthesis",0.00305010893246187
"Q8R5F8","ES8L1_MOUSE","Eps8l1",67425,"ENSMUSG00000006154",NA,NA,NA
"Q60936","COQ8A_MOUSE","Coq8a",67426,"ENSMUSG00000026489",NA,NA,NA
"P60867","RS20_MOUSE","Rps20",67427,"ENSMUSG00000028234",NA,NA,NA
"Q6PIP5","NUDC1_MOUSE","Nudcd1",67429,"ENSMUSG00000038736",NA,NA,NA
"Q9CR34","CE052_MOUSE","",67430,"ENSMUSG00000020434",NA,NA,NA
"Q9DCU9","HOGA1_MOUSE","Hoga1",67432,"ENSMUSG00000025176","mmu00630","Glyoxylate and dicarboxylate metabolism",0.00406681190994916
"Q9DCU9","HOGA1_MOUSE","Hoga1",67432,"ENSMUSG00000025176","mmu00330","Arginine and proline metabolism",0.00668119099491649
"Q3TC33","CC127_MOUSE","Ccdc127",67433,"ENSMUSG00000021578",NA,NA,NA
"Q3U0L2","AN33B_MOUSE","Ankrd33b",67434,"ENSMUSG00000022237",NA,NA,NA
"Q9DCF9","SSRG_MOUSE","Ssr3",67437,"ENSMUSG00000027828","mmu04141","Protein processing in endoplasmic reticulum",0.0219317356572259
"Q9DCD2","SYF1_MOUSE","Xab2",67439,"ENSMUSG00000019470",NA,NA,NA
"Q9D0D3","PAPD1_MOUSE","Mtpap",67440,"ENSMUSG00000024234",NA,NA,NA
"Q9DCC7","ISC2B_MOUSE","Isoc2b",67441,"ENSMUSG00000052605",NA,NA,NA
"Q64FW2","RETST_MOUSE","Retsat",67442,"ENSMUSG00000056666",NA,NA,NA
"Q9CQV6","MLP3B_MOUSE","Map1lc3b",67443,"ENSMUSG00000031812","mmu04137","Mitophagy - animal",0.0132171387073348
"Q9CQV6","MLP3B_MOUSE","Map1lc3b",67443,"ENSMUSG00000031812","mmu04216","Ferroptosis",0.00551924473493101
"Q9CQV6","MLP3B_MOUSE","Map1lc3b",67443,"ENSMUSG00000031812","mmu05022","Pathways of neurodegeneration - multiple diseases",0.0621641249092229
"Q9CQV6","MLP3B_MOUSE","Map1lc3b",67443,"ENSMUSG00000031812","mmu04371","Apelin signaling pathway",0.0175744371822803
"Q9CQV6","MLP3B_MOUSE","Map1lc3b",67443,"ENSMUSG00000031812","mmu04140","Autophagy - animal",0.0214960058097313
"Q9CQV6","MLP3B_MOUSE","Map1lc3b",67443,"ENSMUSG00000031812","mmu05014","Amyotrophic lateral sclerosis",0.0476397966594045
"Q8R0F6","ILKAP_MOUSE","Ilkap",67444,"ENSMUSG00000026309",NA,NA,NA
"Q8R066","C1QT4_MOUSE","C1qtnf4",67445,"ENSMUSG00000040794",NA,NA,NA
"Q8BTR5","DUS28_MOUSE","Dusp28",67446,"ENSMUSG00000047067",NA,NA,NA
"Q9DC11","PXDC2_MOUSE","Plxdc2",67448,"ENSMUSG00000026748",NA,NA,NA
"Q9CQ73","PKP2_MOUSE","Pkp2",67451,"ENSMUSG00000041957","mmu05412","Arrhythmogenic right ventricular cardiomyopathy",0.011038489469862
"Q9CQ73","PKP2_MOUSE","Pkp2",67451,"ENSMUSG00000041957","mmu04820","Cytoskeleton in muscle cells",0.0284676833696442
"Q8K1N1","PLPL8_MOUSE","Pnpla8",67452,"ENSMUSG00000036257",NA,NA,NA
"Q9CQS4","S2546_MOUSE","Slc25a46",67453,"ENSMUSG00000024259",NA,NA,NA
"Q9DBZ1","IKIP_MOUSE","Ikbip",67454,"ENSMUSG00000019975",NA,NA,NA
"Q80TF4","KLH13_MOUSE","Klhl13",67455,"ENSMUSG00000036782","mmu04120","Ubiquitin mediated proteolysis",0.0191721132897603
"Q9CR89","ERGI2_MOUSE","Ergic2",67456,"ENSMUSG00000030304",NA,NA,NA
"Q3UFK8","FRMD8_MOUSE","Frmd8",67457,"ENSMUSG00000024816","mmu04668","TNF signaling pathway",0.0158315177923021
"Q9DC16","ERGI1_MOUSE","Ergic1",67458,"ENSMUSG00000001576",NA,NA,NA
"Q9DBY8","NVL_MOUSE","Nvl",67459,"ENSMUSG00000026516",NA,NA,NA
"Q9CQ62","DECR_MOUSE","Decr1",67460,"ENSMUSG00000028223",NA,NA,NA
"Q9DBS8","POC5_MOUSE","Poc5",67463,"ENSMUSG00000021671",NA,NA,NA
"Q9DBT4","ENTP4_MOUSE","Entpd4",67464,"ENSMUSG00000095463","mmu00230","Purine metabolism",0.0172839506172839
"Q9DBT4","ENTP4_MOUSE","Entpd4",67464,"ENSMUSG00000095463","mmu04142","Lysosome",0.0178649237472767
"Q9DBT4","ENTP4_MOUSE","Entpd4",67464,"ENSMUSG00000095463","mmu00240","Pyrimidine metabolism",0.00740740740740741
"Q9DBT4","ENTP4_MOUSE","Entpd4",67464,"ENSMUSG00000095463","mmu01232","Nucleotide metabolism",0.0108932461873638
"Q8K4Z5","SF3A1_MOUSE","Sf3a1",67465,"ENSMUSG00000002129",NA,NA,NA
"Q9DBX2","PHLP_MOUSE","Pdcl",67466,"ENSMUSG00000009030",NA,NA,NA
"Q69ZC8","GPAM1_MOUSE","Gpalpp1",67467,"ENSMUSG00000022008",NA,NA,NA
"Q9CQY7","PAQRB_MOUSE","Mmd",67468,"ENSMUSG00000003948",NA,NA,NA
"Q9DBL9","ABHD5_MOUSE","Abhd5",67469,"ENSMUSG00000032540","mmu04923","Regulation of lipolysis in adipocytes",0.00711692084241104
"Q9DBM0","ABCG8_MOUSE","Abcg8",67470,"ENSMUSG00000024254","mmu02010","ABC transporters",0.00668119099491649
"Q9DBM0","ABCG8_MOUSE","Abcg8",67470,"ENSMUSG00000024254","mmu04979","Cholesterol metabolism",0.00682643427741467
"Q9DBM1","GPTC1_MOUSE","Gpatch1",67471,"ENSMUSG00000063808",NA,NA,NA
"Q99MB2","MTFR1_MOUSE","Mtfr1",67472,"ENSMUSG00000027601",NA,NA,NA
"Q8K0H1","S47A1_MOUSE","Slc47a1",67473,"ENSMUSG00000010122",NA,NA,NA
"Q9ERB0","SNP29_MOUSE","Snap29",67474,"ENSMUSG00000022765","mmu04140","Autophagy - animal",0.0214960058097313
"Q8R2E9","ERO1B_MOUSE","Ero1b",67475,"ENSMUSG00000057069","mmu04141","Protein processing in endoplasmic reticulum",0.0219317356572259
"Q5F2F2","ABH15_MOUSE","Abhd15",67477,"ENSMUSG00000000686",NA,NA,NA
"Q9DBF7","CWC25_MOUSE","Cwc25",67480,"ENSMUSG00000018541",NA,NA,NA
"Q9CQC3","CFA95_MOUSE","Cfap95",67483,"ENSMUSG00000033053",NA,NA,NA
"Q3TGW2","EEPD1_MOUSE","Eepd1",67484,"ENSMUSG00000036611",NA,NA,NA
"Q6NXY9","RPC7_MOUSE","Polr3g",67486,"ENSMUSG00000035834","mmu04623","Cytosolic DNA-sensing pathway",0.0103122730573711
"Q6NXY9","RPC7_MOUSE","Polr3g",67486,"ENSMUSG00000035834","mmu03020","RNA polymerase",0.00435729847494553
"Q6PE54","DHX40_MOUSE","Dhx40",67487,"ENSMUSG00000018425",NA,NA,NA
"Q8CGU1","CACO1_MOUSE","Calcoco1",67488,"ENSMUSG00000023055",NA,NA,NA
"Q9WV76","AP4B1_MOUSE","Ap4b1",67489,"ENSMUSG00000032952","mmu04142","Lysosome",0.0178649237472767
"Q8CCJ3","UFL1_MOUSE","Ufl1",67490,"ENSMUSG00000040359",NA,NA,NA
"D3Z3C6","ZFAN4_MOUSE","Zfand4",67492,"ENSMUSG00000042213",NA,NA,NA
"Q9CQG2","MET16_MOUSE","Mettl16",67493,"ENSMUSG00000010554",NA,NA,NA
"Q80X45","KISHB_MOUSE","Tmem167b",67495,"ENSMUSG00000068732",NA,NA,NA
"Q8BZN2","KCNV1_MOUSE","Kcnv1",67498,"ENSMUSG00000022342",NA,NA,NA
"Q8CH18","CCAR1_MOUSE","Ccar1",67500,"ENSMUSG00000020074",NA,NA,NA
"Q810U5","CCD50_MOUSE","Ccdc50",67501,"ENSMUSG00000038127",NA,NA,NA
"Q9CQ29","RN151_MOUSE","Rnf151",67504,"ENSMUSG00000008482",NA,NA,NA
"Q9CRB5","PR7C1_MOUSE","Prl7c1",67505,"ENSMUSG00000060738",NA,NA,NA
"Q9CQT6","SMIP5_MOUSE","Spmip5",67507,"ENSMUSG00000026931",NA,NA,NA
"Q8K190","SAYS1_MOUSE","Saysd1",67509,"ENSMUSG00000045107",NA,NA,NA
"Q9D8T4","TV23B_MOUSE","Tvp23b",67510,"ENSMUSG00000014177",NA,NA,NA
"Q99KF1","TMED9_MOUSE","Tmed9",67511,"ENSMUSG00000058569",NA,NA,NA
"Q8K3K7","PLCB_MOUSE","Agpat2",67512,"ENSMUSG00000026922","mmu00561","Glycerolipid metabolism",0.00813362381989833
"Q8K3K7","PLCB_MOUSE","Agpat2",67512,"ENSMUSG00000026922","mmu04072","Phospholipase D signaling pathway",0.0193173565722585
"Q8K3K7","PLCB_MOUSE","Agpat2",67512,"ENSMUSG00000026922","mmu00564","Glycerophospholipid metabolism",0.0132171387073348
"Q3UN58","FAP20_MOUSE","Faap20",67513,"ENSMUSG00000073684",NA,NA,NA
"Q9D6K7","TTC33_MOUSE","Ttc33",67515,"ENSMUSG00000022151",NA,NA,NA
"Q9D7X1","KCTD4_MOUSE","Kctd4",67516,"ENSMUSG00000046523",NA,NA,NA
"Q80V85","TRI62_MOUSE","Trim62",67525,"ENSMUSG00000041000",NA,NA,NA
"Q9CQY1","ATG12_MOUSE","Atg12",67526,"ENSMUSG00000032905","mmu04136","Autophagy - other",0.00406681190994916
"Q9CQY1","ATG12_MOUSE","Atg12",67526,"ENSMUSG00000032905","mmu04140","Autophagy - animal",0.0214960058097313
"Q9CQY1","ATG12_MOUSE","Atg12",67526,"ENSMUSG00000032905","mmu04068","FoxO signaling pathway",0.0172839506172839
"Q99P30","NUDT7_MOUSE","Nudt7",67528,"ENSMUSG00000031767","mmu04146","Peroxisome",0.0122004357298475
"Q9CRA9","FGOP2_MOUSE","Fgfr1op2",67529,"ENSMUSG00000040242",NA,NA,NA
"C0HKD8","MFA1A_MOUSE","Mfap1a",67532,"ENSMUSG00000068479",NA,NA,NA
"C0HKD9","MFA1B_MOUSE","Mfap1b",67532,"ENSMUSG00000068479",NA,NA,NA
"Q8C8U0","LIPB1_MOUSE","Ppfibp1",67533,"ENSMUSG00000016487",NA,NA,NA
"Q80UG8","TTLL4_MOUSE","Ttll4",67534,"ENSMUSG00000033257",NA,NA,NA
"Q9CQ35","GRPL2_MOUSE","Glipr1l2",67537,"ENSMUSG00000020214",NA,NA,NA
"Q8CFL8","ZSWM3_MOUSE","Zswim3",67538,"ENSMUSG00000045822",NA,NA,NA
"Q6RI63","F120B_MOUSE","Fam120b",67544,"ENSMUSG00000014763",NA,NA,NA
"Q91W10","S39A8_MOUSE","Slc39a8",67547,"ENSMUSG00000053897","mmu05010","Alzheimer disease",0.0512708787218591
"Q91W10","S39A8_MOUSE","Slc39a8",67547,"ENSMUSG00000053897","mmu05012","Parkinson disease",0.0367465504720407
"Q91W10","S39A8_MOUSE","Slc39a8",67547,"ENSMUSG00000053897","mmu04216","Ferroptosis",0.00551924473493101
"Q8BS95","GPHR_MOUSE","Gpr89",67549,"ENSMUSG00000028096",NA,NA,NA
"Q5RL51","GSTCD_MOUSE","Gstcd",67553,"ENSMUSG00000028018",NA,NA,NA
"Q9CR58","KMCP1_MOUSE","Slc25a30",67554,"ENSMUSG00000022003",NA,NA,NA
"Q9D4R2","MGT4D_MOUSE","Mgat4d",67555,"ENSMUSG00000035057","mmu00510","N-Glycan biosynthesis",0.00726216412490922
"Q9D4R2","MGT4D_MOUSE","Mgat4d",67555,"ENSMUSG00000035057","mmu00513","Various types of N-glycan biosynthesis",0.00595497458242556
"Q8C2R7","PIGM_MOUSE","Pigm",67556,"ENSMUSG00000050229",NA,NA,NA
"Q8BN59","LARP6_MOUSE","Larp6",67557,"ENSMUSG00000034839",NA,NA,NA
"Q8BH57","WDR48_MOUSE","Wdr48",67561,"ENSMUSG00000032512","mmu03460","Fanconi anemia pathway",0.00668119099491649
"Q7TMW6","CIAO3_MOUSE","Ciao3",67563,"ENSMUSG00000002280",NA,NA,NA
"Q9D328","NACHO_MOUSE","Tmem35a",67564,"ENSMUSG00000033578",NA,NA,NA
"Q9CQL7","MOFA1_MOUSE","Mrfap1",67568,"ENSMUSG00000055302",NA,NA,NA
"Q9D306","MGT4C_MOUSE","Mgat4c",67569,"ENSMUSG00000019888","mmu00510","N-Glycan biosynthesis",0.00726216412490922
"Q9D306","MGT4C_MOUSE","Mgat4c",67569,"ENSMUSG00000019888","mmu00513","Various types of N-glycan biosynthesis",0.00595497458242556
"Q924C6","LOXL4_MOUSE","Loxl4",67573,"ENSMUSG00000025185",NA,NA,NA
"Q9D8C3","ALG13_MOUSE","Alg13",67574,"ENSMUSG00000041718","mmu00513","Various types of N-glycan biosynthesis",0.00595497458242556
"Q9D8C3","ALG13_MOUSE","Alg13",67574,"ENSMUSG00000041718","mmu00510","N-Glycan biosynthesis",0.00726216412490922
"A2ARM1","PATL2_MOUSE","Patl2",67578,"ENSMUSG00000027233",NA,NA,NA
"Q7TN98","CPEB4_MOUSE","Cpeb4",67579,"ENSMUSG00000020300","mmu04114","Oocyte meiosis",0.0158315177923021
"Q7TN98","CPEB4_MOUSE","Cpeb4",67579,"ENSMUSG00000020300","mmu04914","Progesterone-mediated oocyte maturation",0.0116194625998548
"Q9CQ07","LRC18_MOUSE","Lrrc18",67580,"ENSMUSG00000041673",NA,NA,NA
"Q8K0F1","TBC23_MOUSE","Tbc1d23",67581,"ENSMUSG00000022749",NA,NA,NA
"Q5U680","SAMC_MOUSE","Slc25a26",67582,"ENSMUSG00000045100",NA,NA,NA
"Q9D572","UBX11_MOUSE","Ubxn11",67586,"ENSMUSG00000012126",NA,NA,NA
"Q8BH75","RNF41_MOUSE","Rnf41",67588,"ENSMUSG00000025373","mmu04144","Endocytosis",0.0318082788671024
"Q8R2Q6","TECT3_MOUSE","Tctn3",67590,"ENSMUSG00000025008",NA,NA,NA
"Q9CQ84","UBL4B_MOUSE","Ubl4b",67591,"ENSMUSG00000055891",NA,NA,NA
"Q24JP4","CE047_MOUSE","",67592,"ENSMUSG00000020299",NA,NA,NA
"Q3U132","TESP1_MOUSE","Tespa1",67596,"ENSMUSG00000034833",NA,NA,NA
"Q9CR95","NECP1_MOUSE","Necap1",67602,"ENSMUSG00000030327",NA,NA,NA
"Q9DBB1","DUS6_MOUSE","Dusp6",67603,"ENSMUSG00000019960","mmu04010","MAPK signaling pathway",0.0374727668845316
"Q9DBB1","DUS6_MOUSE","Dusp6",67603,"ENSMUSG00000019960","mmu05221","Acute myeloid leukemia",0.0084241103848947
"Q9D1H7","GET4_MOUSE","Get4",67604,"ENSMUSG00000025858",NA,NA,NA
"Q9D1F4","AKTS1_MOUSE","Akt1s1",67605,"ENSMUSG00000011096","mmu04152","AMPK signaling pathway",0.0159767610748003
"Q9D1F4","AKTS1_MOUSE","Akt1s1",67605,"ENSMUSG00000011096","mmu04211","Longevity regulating pathway",0.0108932461873638
"Q9D1F4","AKTS1_MOUSE","Akt1s1",67605,"ENSMUSG00000011096","mmu04213","Longevity regulating pathway - multiple species",0.00769789397240378
"Q9D1F4","AKTS1_MOUSE","Akt1s1",67605,"ENSMUSG00000011096","mmu04140","Autophagy - animal",0.0214960058097313
"Q9D1F4","AKTS1_MOUSE","Akt1s1",67605,"ENSMUSG00000011096","mmu04714","Thermogenesis",0.0307915758896151
"Q9D1F4","AKTS1_MOUSE","Akt1s1",67605,"ENSMUSG00000011096","mmu04150","mTOR signaling pathway",0.0206245461147422
"Q9CQS3","FIBIN_MOUSE","Fibin",67606,"ENSMUSG00000074971",NA,NA,NA
"Q9CYQ7","NARF_MOUSE","Narf",67608,"ENSMUSG00000000056",NA,NA,NA
"Q3TTL0","CC038_MOUSE","",67609,"ENSMUSG00000059920",NA,NA,NA
"Q8BVR6","RSPRY_MOUSE","Rspry1",67610,"ENSMUSG00000050079",NA,NA,NA
"Q6ZWZ2","UB2R2_MOUSE","Ube2r2",67615,"ENSMUSG00000036241","mmu04120","Ubiquitin mediated proteolysis",0.0191721132897603
"Q9CQF6","ADPPT_MOUSE","Aasdhppt",67618,"ENSMUSG00000025894",NA,NA,NA
"Q8BW10","NOB1_MOUSE","Nob1",67619,"ENSMUSG00000003848",NA,NA,NA
"Q9D4C6","LR2BP_MOUSE","Lrp2bp",67620,"ENSMUSG00000031637",NA,NA,NA
"Q8C6D4","BEND5_MOUSE","Bend5",67621,"ENSMUSG00000028545",NA,NA,NA
"Q9CZH7","MXRA7_MOUSE","Mxra7",67622,"ENSMUSG00000020814",NA,NA,NA
"Q9EST5","AN32B_MOUSE","Anp32b",67628,"ENSMUSG00000028333",NA,NA,NA
"Q9D083","SPC24_MOUSE","Spc24",67629,"ENSMUSG00000074476",NA,NA,NA
"Q9DA37","SAMD8_MOUSE","Samd8",67630,"ENSMUSG00000021770","mmu00564","Glycerophospholipid metabolism",0.0132171387073348
"Q9D5H4","FTMT_MOUSE","Ftmt",67634,"ENSMUSG00000024510","mmu04216","Ferroptosis",0.00551924473493101
"Q91V16","ETFR1_MOUSE","Etfrf1",67636,"ENSMUSG00000040370",NA,NA,NA
"Q80X86","ARM12_MOUSE","Armc12",67645,"ENSMUSG00000024223",NA,NA,NA
"Q9CPZ3","CA185_MOUSE","",67646,"ENSMUSG00000060491",NA,NA,NA
"Q9DA48","SACA1_MOUSE","Spaca1",67652,"ENSMUSG00000028264",NA,NA,NA
"A0A1B0GQX3","CTXD2_MOUSE","Ctxnd2",67654,"ENSMUSG00000105734",NA,NA,NA
"Q7TSG2","CTDP1_MOUSE","Ctdp1",67655,"ENSMUSG00000033323",NA,NA,NA
